,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,positive_rate,stringency_index,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_raw,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_per_million,new_people_vaccinated,new_people_vaccinated_per_hundred,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_per_thousand_smoothed,tests_per_case
444,2021-05-15,375831.000,1950.000,2179.143,11365.000,43.000,55.286,36057.659,187.085,209.198,1090.371,4.125,5.307,0.940,,,,,0.039,71.300,4292541.000,2772414.000,1568229.000,107194.000,92132.000,41.390,26.730,15.120,8884.000,46016.000,0.444,91479.000,8821.000,0.450,8832737.000,59927.000,847.943,5.753,55292.571,5.308,25.400
445,2021-05-16,377090.000,1259.000,2155.143,11415.000,50.000,55.143,36178.449,120.790,206.894,1095.168,4.797,5.294,0.930,208.100,19.965,,,0.039,71.300,4292541.000,2772414.000,1568229.000,107194.000,92136.000,41.390,26.730,15.120,8884.000,46561.000,0.449,92844.143,8952.571,0.455,8856180.000,23443.000,850.193,2.251,55374.571,5.316,25.700
446,2021-05-17,378485.000,1395.000,2083.000,11471.000,56.000,54.571,36312.287,133.838,199.968,1100.541,5.373,5.239,0.930,,,,,0.038,71.300,4405618.000,2836972.000,1624604.000,107194.000,92140.000,42.480,27.360,15.670,8885.000,47106.000,0.454,93275.429,8994.286,0.458,8879508.000,23328.000,852.433,2.239,54689.000,5.250,26.300
447,2021-05-18,381266.000,2781.000,2027.143,11534.000,63.000,56.143,36579.099,266.812,194.606,1106.585,6.044,5.390,0.920,,,,,0.039,56.480,4513979.000,2905212.000,1672775.000,108361.000,92232.000,43.530,28.010,16.130,8893.000,49051.000,0.473,92836.286,8951.857,0.457,8950025.000,70517.000,859.202,6.770,52538.571,5.044,25.900
448,2021-05-19,383558.000,2292.000,2000.571,11587.000,53.000,53.714,36798.996,219.897,192.055,1111.670,5.085,5.157,0.910,,,,,0.039,56.480,4615746.000,2974175.000,1709388.000,101767.000,91773.000,44.510,28.680,16.480,8849.000,51293.000,0.495,92404.429,8910.143,0.461,9003208.000,53183.000,864.308,5.106,51120.857,4.908,25.600
449,2021-05-20,385444.000,1886.000,1961.714,11641.000,54.000,53.571,36979.941,180.945,188.325,1116.851,5.181,5.143,0.900,,,,,0.039,56.480,4716739.000,3044700.000,1743394.000,100993.000,91082.000,45.480,29.360,16.810,8783.000,53972.000,0.520,92054.429,8876.429,0.469,9059731.000,56523.000,869.734,5.426,50293.429,4.828,25.600
450,2021-05-21,387426.000,1982.000,1935.000,11697.000,56.000,53.571,37170.097,190.155,185.760,1122.224,5.373,5.143,0.890,,,,,0.040,56.480,4814981.000,3121394.000,1768771.000,98242.000,89948.000,46.430,30.100,17.060,8673.000,57572.000,0.555,91634.714,8835.857,0.484,9112425.000,52694.000,874.793,5.059,48516.429,4.658,25.300
451,2021-05-22,388929.000,1503.000,1871.143,11734.000,37.000,52.714,37314.296,144.200,179.630,1125.773,3.550,5.061,0.880,,,,,0.039,56.480,4913334.000,3200861.000,1791271.000,98353.000,88685.000,47.380,30.860,17.270,8551.000,61207.000,0.590,91142.286,8788.286,0.505,9167566.000,55141.000,880.086,5.294,47832.714,4.592,25.600
452,2021-05-23,389804.000,875.000,1816.286,11772.000,38.000,51.000,37398.245,83.949,174.363,1129.419,3.646,4.896,0.880,154.616,14.834,,,0.038,56.480,4913334.000,3200861.000,1791271.000,98353.000,87703.000,47.380,30.860,17.270,8457.000,62359.000,0.601,90509.000,8727.286,0.527,9187642.000,20076.000,882.014,1.927,47351.714,4.546,26.100
453,2021-05-24,391181.000,1377.000,1813.714,11822.000,50.000,50.143,37530.356,132.111,174.117,1134.216,4.797,4.814,0.870,,,,,0.039,56.480,5012666.000,3281550.000,1813815.000,98353.000,86721.000,48.330,31.640,17.490,8362.000,63511.000,0.612,89734.857,8652.571,0.549,9208817.000,21175.000,884.046,2.033,47044.143,4.516,25.900
454,2021-05-25,393583.000,2402.000,1759.571,11872.000,50.000,48.286,37760.806,230.451,168.919,1139.013,4.797,4.635,0.870,,,,,0.037,62.040,5107830.000,3357664.000,1836773.000,95164.000,84836.000,49.250,32.380,17.710,8180.000,64636.000,0.623,88678.286,8550.714,0.571,9278919.000,70102.000,890.776,6.730,46984.857,4.511,26.700
455,2021-05-26,395094.000,1511.000,1648.000,11916.000,44.000,47.000,37905.774,144.967,158.208,1143.235,4.221,4.512,0.860,,,,,0.035,62.040,5206825.000,3416341.000,1880694.000,98995.000,84440.000,50.210,32.940,18.130,8142.000,63167.000,0.609,87630.714,8449.714,0.587,9329911.000,50992.000,895.671,4.895,46671.857,4.480,28.200
456,2021-05-27,396970.000,1876.000,1646.571,11955.000,39.000,44.857,38085.759,179.986,158.071,1146.976,3.742,4.306,0.850,,,,,0.036,62.040,5305355.000,3474645.000,1924490.000,98530.000,84088.000,51.160,33.500,18.560,8108.000,61421.000,0.592,86631.571,8353.286,0.597,9378348.000,48437.000,900.321,4.650,45516.714,4.370,27.600
457,2021-05-28,398898.000,1928.000,1638.857,11995.000,40.000,42.571,38270.734,184.975,157.330,1150.814,3.838,4.087,0.850,,,,,0.036,62.040,5402105.000,3532531.000,1967849.000,96750.000,83875.000,52.090,34.060,18.970,8088.000,58734.000,0.566,85764.000,8269.714,0.599,9427337.000,48989.000,905.024,4.703,44987.429,4.319,27.500
458,2021-05-29,400395.000,1497.000,1638.000,12024.000,29.000,41.429,38414.358,143.624,157.248,1153.596,2.782,3.977,0.840,,,,,0.037,62.040,5498042.000,3589514.000,2010989.000,95937.000,83530.000,53.010,34.610,19.390,8054.000,55522.000,0.535,85027.571,8198.714,0.591,9477804.000,50467.000,909.869,4.845,44319.714,4.255,27.100
459,2021-05-30,401301.000,906.000,1642.429,12054.000,30.000,40.286,38501.280,86.923,157.673,1156.475,2.878,3.867,0.820,135.168,12.968,,,0.037,62.040,5498042.000,3589514.000,2010989.000,95937.000,83548.000,53.010,34.610,19.390,8056.000,53934.000,0.520,84434.000,8141.429,0.580,9497579.000,19775.000,911.768,1.898,44276.714,4.251,27.000
460,2021-05-31,402306.000,1005.000,1589.286,12095.000,41.000,39.000,38597.701,96.421,152.571,1160.408,3.934,3.744,0.810,,,,,0.036,62.040,5597624.000,3647975.000,2058287.000,95937.000,83565.000,53.980,35.180,19.850,8058.000,52346.000,0.505,83983.143,8098.000,0.564,9520565.000,22986.000,913.974,2.207,44535.429,4.275,28.000
461,2021-06-01,404163.000,1857.000,1511.429,12122.000,27.000,35.714,38775.864,178.163,145.097,1162.999,2.590,3.429,0.790,,,,,0.035,62.040,5691818.000,3698975.000,2105971.000,94194.000,83427.000,54.880,35.670,20.310,8044.000,48759.000,0.470,83781.857,8078.571,0.542,9582209.000,61644.000,919.892,5.918,43327.143,4.159,28.700
462,2021-06-02,405542.000,1379.000,1492.571,12145.000,23.000,32.714,38908.167,132.303,143.287,1165.205,2.207,3.141,0.780,,,,,0.035,62.040,5791280.000,3752217.000,2155442.000,99462.000,83494.000,55.840,36.180,20.780,8051.000,47982.000,0.463,83646.714,8065.571,0.522,9627393.000,45184.000,924.230,4.338,42497.429,4.080,28.600
463,2021-06-03,406751.000,1209.000,1397.286,12184.000,39.000,32.714,39024.160,115.993,134.139,1168.947,3.742,3.141,0.770,,,,,0.033,62.040,5888281.000,3803175.000,2204220.000,97001.000,83275.000,56.780,36.670,21.250,8030.000,46933.000,0.453,83530.571,8054.429,0.502,9673644.000,46251.000,928.670,4.440,42185.143,4.050,30.200
464,2021-06-04,407857.000,1106.000,1279.857,12218.000,34.000,31.857,39130.270,106.111,122.866,1172.209,3.262,3.058,0.760,,,,,0.030,62.040,5986480.000,3854947.000,2253347.000,98199.000,83482.000,57.720,37.170,21.730,8050.000,46059.000,0.444,83474.429,8049.000,0.484,9721452.000,47808.000,933.259,4.590,42016.429,4.034,32.800
465,2021-06-05,408789.000,932.000,1199.143,12253.000,35.000,32.714,39219.688,89.417,115.118,1175.567,3.358,3.141,0.750,,,,,0.029,62.040,6084963.000,3904249.000,2305626.000,98483.000,83846.000,58.670,37.650,22.230,8085.000,44962.000,0.434,83519.571,8053.429,0.470,9771260.000,49808.000,938.041,4.782,41922.286,4.025,35.000
466,2021-06-06,409368.000,579.000,1152.429,12277.000,24.000,31.857,39275.238,55.550,110.633,1177.870,2.303,3.058,0.740,101.133,9.703,,,0.027,62.040,6156375.000,3972036.000,2309366.000,71412.000,86935.000,59.360,38.300,22.270,8383.000,50470.000,0.487,84003.429,8100.143,0.465,9791765.000,20505.000,940.009,1.968,42026.571,4.035,36.500
467,2021-06-07,410166.000,798.000,1122.857,12301.000,24.000,29.429,39351.799,76.561,107.794,1180.172,2.303,2.825,0.730,,,,,0.027,62.040,6258951.000,4021033.000,2369187.000,102576.000,94475.000,60.350,38.770,22.840,9110.000,53294.000,0.514,85562.000,8250.429,0.466,9812468.000,20703.000,941.997,1.987,41700.429,4.003,37.100
468,2021-06-08,411534.000,1368.000,1053.000,12331.000,30.000,29.857,39483.046,131.247,101.088,1183.050,2.878,2.866,0.720,,,,,0.026,45.370,6361417.000,4062809.000,2435852.000,102466.000,95657.000,61.340,39.180,23.490,9224.000,51976.000,0.501,87309.143,8419.000,0.471,9868380.000,55912.000,947.364,5.368,40881.571,3.925,38.800
469,2021-06-09,412420.000,886.000,982.571,12346.000,15.000,28.714,39568.050,85.004,94.327,1184.489,1.439,2.757,0.710,,,,,0.024,45.370,6463465.000,4100020.000,2506621.000,102048.000,96026.000,62.320,39.530,24.170,9259.000,49686.000,0.479,89099.429,8591.571,0.473,9910362.000,41982.000,951.395,4.030,40424.143,3.881,41.100
470,2021-06-10,413170.000,750.000,917.000,12370.000,24.000,26.571,39640.006,71.956,88.032,1186.792,2.303,2.551,0.700,,,,,0.023,45.370,6564056.000,4130759.000,2582154.000,100591.000,96539.000,63.290,39.830,24.900,9309.000,46798.000,0.451,90994.286,8774.286,0.473,9952216.000,41854.000,955.413,4.018,39796.000,3.820,43.400
471,2021-06-11,413954.000,784.000,871.000,12381.000,11.000,23.286,39715.224,75.218,83.616,1187.847,1.055,2.235,0.690,,,,,0.022,45.370,6665626.000,4160286.000,2660260.000,101570.000,97021.000,64.270,40.120,25.650,9355.000,43620.000,0.421,92928.429,8960.714,0.470,9994319.000,42103.000,959.455,4.042,38981.000,3.742,45.000
472,2021-06-12,414636.000,682.000,835.286,12402.000,21.000,21.286,39780.656,65.432,80.187,1189.862,2.015,2.043,0.690,,,,,0.022,45.370,6770033.000,4187201.000,2743851.000,104407.000,97867.000,65.280,40.380,26.460,9437.000,40422.000,0.390,94931.429,9153.857,0.463,10039094.000,44775.000,963.753,4.298,38262.000,3.673,45.800
473,2021-06-13,414933.000,297.000,795.000,12419.000,17.000,20.286,39809.150,28.495,76.320,1191.493,1.631,1.947,0.680,63.208,6.064,,,0.021,45.370,6835783.000,4247276.000,2749592.000,65750.000,97058.000,65.910,40.950,26.510,9359.000,39320.000,0.379,96377.571,9293.286,0.448,10059608.000,20514.000,965.722,1.969,38263.286,3.673,48.100
474,2021-06-14,415401.000,468.000,747.857,12437.000,18.000,19.429,39854.050,44.900,71.794,1193.220,1.727,1.865,0.680,,,,,0.020,45.370,6938959.000,4274435.000,2831081.000,103176.000,97144.000,66.910,41.220,27.300,9367.000,36200.000,0.349,96758.857,9330.000,0.424,10079010.000,19402.000,967.585,1.863,38077.429,3.655,50.900
475,2021-06-15,416195.000,794.000,665.857,12459.000,22.000,18.286,39930.228,76.177,63.922,1195.331,2.111,1.755,0.670,,,,,0.018,45.370,7041432.000,4302109.000,2911340.000,102473.000,97145.000,67.900,41.480,28.070,9367.000,34186.000,0.330,96971.429,9350.429,0.400,10129590.000,50580.000,972.441,4.856,37315.714,3.582,56.000
476,2021-06-16,416741.000,546.000,617.286,12472.000,13.000,18.000,39982.612,52.384,59.259,1196.578,1.247,1.728,0.670,,,,,0.017,45.370,7142822.000,4338990.000,2980883.000,101390.000,97051.000,68.870,41.840,28.740,9358.000,34139.000,0.329,97117.857,9364.571,0.378,10168315.000,38725.000,976.158,3.718,36850.429,3.538,59.700
477,2021-06-17,417253.000,512.000,583.286,12488.000,16.000,16.857,40031.733,49.122,55.995,1198.113,1.535,1.618,0.670,,,,,0.016,45.370,7244517.000,4381177.000,3045889.000,101695.000,97209.000,69.860,42.250,29.370,9373.000,35774.000,0.345,97213.571,9373.714,0.363,10207626.000,39311.000,979.932,3.774,36487.143,3.503,62.600
478,2021-06-18,417706.000,453.000,536.000,12508.000,20.000,18.143,40075.195,43.461,51.456,1200.032,1.919,1.742,0.680,,,,,0.015,45.370,7345346.000,4424124.000,3108991.000,100829.000,97103.000,70.830,42.660,29.980,9363.000,37691.000,0.363,97225.286,9374.857,0.355,10248295.000,40669.000,983.836,3.904,36282.286,3.483,67.300
479,2021-06-19,418095.000,389.000,494.143,12528.000,20.000,18.000,40112.516,37.321,47.438,1201.951,1.919,1.728,0.690,,,,,0.014,45.370,7446861.000,4468526.000,3171374.000,101515.000,96690.000,71.810,43.090,30.580,9323.000,40189.000,0.388,97057.143,9358.571,0.355,10289041.000,40746.000,987.748,3.912,35706.714,3.428,72.300
480,2021-06-20,418342.000,247.000,487.000,12542.000,14.000,17.571,40136.213,23.697,46.752,1203.294,1.343,1.687,0.700,52.511,5.038,,,0.014,45.370,7508584.000,4526238.000,3175443.000,61723.000,96114.000,72.400,43.640,30.620,9268.000,39852.000,0.384,96922.286,9345.571,0.355,10309057.000,20016.000,989.669,1.922,35635.571,3.421,73.200
481,2021-06-21,418548.000,206.000,449.571,12559.000,17.000,17.429,40155.977,19.764,43.159,1204.925,1.631,1.673,0.710,,,,,0.013,45.370,7510968.000,4528564.000,3175501.000,2384.000,81716.000,72.420,43.670,30.620,7879.000,36304.000,0.350,94718.286,9133.000,0.356,10324505.000,15448.000,991.152,1.483,35070.714,3.367,78.000
482,2021-06-22,418943.000,395.000,392.571,12575.000,16.000,16.571,40193.874,37.897,37.687,1206.460,1.535,1.591,0.720,,,,,0.013,,7616421.000,4565918.000,3248653.000,105453.000,82141.000,73.440,44.030,31.330,7920.000,37687.000,0.363,92574.857,8926.286,0.360,10346864.000,22359.000,993.299,2.146,31039.143,2.980,79.100
483,2021-06-23,419455.000,512.000,387.714,12589.000,14.000,16.714,40242.996,49.122,37.221,1207.803,1.343,1.605,0.750,,,,,0.012,,7722093.000,4604203.000,3321644.000,105672.000,82753.000,74.460,44.400,32.030,7979.000,37888.000,0.365,90532.286,8729.286,0.365,10392583.000,45719.000,997.688,4.389,32038.286,3.076,82.600
484,2021-06-24,419909.000,454.000,379.429,12604.000,15.000,16.571,40286.553,43.557,36.425,1209.242,1.439,1.591,0.770,,,,,0.012,,7822697.000,4641844.000,3390060.000,100604.000,82597.000,75.430,44.760,32.690,7964.000,37238.000,0.359,88444.857,8528.000,0.367,10430875.000,38292.000,1001.364,3.676,31892.714,3.062,84.100
485,2021-06-25,420295.000,386.000,369.857,12625.000,21.000,16.714,40323.586,37.033,35.506,1211.257,2.015,1.605,0.800,,,,,0.012,,7925253.000,4678423.000,3461165.000,102556.000,82844.000,76.420,45.110,33.370,7988.000,36328.000,0.350,86407.857,8331.571,0.366,10468182.000,37307.000,1004.945,3.581,31412.429,3.016,84.900
486,2021-06-26,420670.000,375.000,367.857,12637.000,12.000,15.571,40359.564,35.978,35.314,1212.408,1.151,1.495,0.820,,,,,0.012,,8028343.000,4714281.000,3534001.000,103090.000,83069.000,77.410,45.460,34.080,8010.000,35108.000,0.339,84462.000,8144.000,0.359,10505135.000,36953.000,1008.493,3.547,30870.571,2.964,83.900
487,2021-06-27,420905.000,235.000,366.143,12655.000,18.000,16.143,40382.111,22.546,35.150,1214.135,1.727,1.550,0.850,31.118,2.985,,,0.012,,8098959.000,4728534.000,3590937.000,70616.000,84339.000,78.090,45.590,34.630,8132.000,28899.000,0.279,82779.857,7981.714,0.344,10528950.000,23815.000,1010.779,2.286,31413.286,3.016,85.800
488,2021-06-28,421266.000,361.000,388.286,12663.000,8.000,14.857,40416.745,34.635,37.275,1214.903,0.768,1.426,0.880,,,,,0.012,,8202338.000,4762181.000,3666080.000,103379.000,98767.000,79.090,45.920,35.350,9524.000,33374.000,0.322,85215.714,8216.714,0.340,10548412.000,19462.000,1012.648,1.868,31986.714,3.071,82.400
489,2021-06-29,421829.000,563.000,412.286,12676.000,13.000,14.429,40470.760,54.015,39.579,1216.150,1.247,1.385,0.900,,,,,0.012,,8299173.000,4800314.000,3730060.000,96835.000,97536.000,80.020,46.290,35.970,9405.000,33485.000,0.323,87415.000,8428.857,0.334,10593963.000,45551.000,1017.020,4.373,35299.857,3.389,85.600
490,2021-06-30,422456.000,627.000,428.714,12687.000,11.000,14.000,40530.915,60.155,41.157,1217.205,1.055,1.344,0.920,,,,,0.013,,8391535.000,4839188.000,3788906.000,92362.000,95635.000,80.920,46.660,36.530,9222.000,33569.000,0.324,89255.286,8606.429,0.328,10632619.000,38656.000,1020.731,3.711,34290.857,3.292,80.000
